filename	predicted	ground_truth
common_voice_en_41527616_resampled.wav	Holtz public houses offer a selection of holtstraught bottled and canned beers	Holt's public houses offer a selection of holt's draught, bottled and canned beers.
common_voice_en_41527617_resampled.wav	The pair also used the name mister and missus alfred martin during this time	The pair also used the name mr. and mrs. alfred martin during this time.
common_voice_en_41527618_resampled.wav	There are different etheline receptor isoforms	There are different ethylene receptor isoforms.
common_voice_en_41527619_resampled.wav	Condensation from so from the solar nebula is recorded by calsium alluminum rich inclusions and condrils	Condensation from the solar nebula is recorded by calcium-aluminium-rich inclusions and chondrules.
common_voice_en_41527620_resampled.wav	Two days later the offensive was temporarily halted due to the weather	Two days later the offensive was temporarily halted due to the weather.
common_voice_en_41528420_resampled.wav	Jackson was granted free agency later that year	Jackson was granted free agency later that year.
common_voice_en_41528421_resampled.wav	It recommended removing the pope and electing another	It recommended removing the pope and electing another.
common_voice_en_41528422_resampled.wav	The three sons of massenysa originally shared the kingdom dividing responsibility	The three sons of massinissa originally shared the kingdom, dividing responsibility.
common_voice_en_41528423_resampled.wav	He died at the bottom of a steep and treacherous incline	He died at the bottom of a steep and treacherous incline.
common_voice_en_41528424_resampled.wav	A planned move to klaugenfort was never accomplished	A planned move to klagenfurt was never accomplished.
common_voice_en_41528430_resampled.wav	He did not feature in the play off encounter with eventual promotion winners schunthorpe united	He did not feature in the play-off encounter with eventual promotion winners scunthorpe united.
common_voice_en_41528431_resampled.wav	He was organized and prepared by the sub committee for wrestling and gymnastics	It was organized and prepared by the sub-committee for wrestling and gymnastics.
common_voice_en_41528432_resampled.wav	It may be dark grey if impure	It may be dark gray if impure.
common_voice_en_41528433_resampled.wav	He was succeeded less than two months later by pope constantine	He was succeeded less than two months later by pope constantine.
common_voice_en_41528434_resampled.wav	To day dupont is still a growing community	Today, dupont is still a growing community.
common_voice_en_41528729_resampled.wav	Thus they made their designs as spectacular and impractical as they wished	Thus, they made their designs as spectacular and impractical as they wished.
common_voice_en_41528730_resampled.wav	The gold coast also has a public hospital located in robina near robina station	The gold coast also has a public hospital located in robina near robina station.
common_voice_en_41528731_resampled.wav	They were assisted in some ulgorythmic work by john h cox	They were assisted in some algorithmic work by john a. koch.
common_voice_en_41528732_resampled.wav	He continued however to provide thousands of quotations for the dictionary until his death	He continued, however, to provide thousands of quotations for the dictionary until his death.
common_voice_en_41528733_resampled.wav	The enemy is not putting out his strength yet	The enemy's not putting out his strength yet.
common_voice_en_41528743_resampled.wav	Several species formerly included having been moved lutigenus plecteranthus	"Several species formerly included have been moved to the genus ""plectranthus""."
common_voice_en_41528744_resampled.wav	He was not promoted to the auriol's roster after the games concluded	He was not promoted to the orioles' roster after the games concluded.
common_voice_en_41528745_resampled.wav	Sipes is buried at the shiloh national military park cemetery	Sipes is buried at the shiloh national military park cemetery.
common_voice_en_41528746_resampled.wav	He studied philosophy at the university of human sciences in strasburg	He studied philosophy at the university of human sciences in strasbourg.
common_voice_en_41528747_resampled.wav	These birds are residence in forests and woodlands in the neo tropics	These birds are residents in forests and woodlands in the neotropics.
common_voice_en_41528758_resampled.wav	One way to scare it away is to shout its name	One way to scare it away is to shout its name.
common_voice_en_41528759_resampled.wav	He called on judicial council to revise their decision	He called on the judicial council to revise their decision.
common_voice_en_41528760_resampled.wav	They are to make sure that the city policies are implemented and carried out	They are to make sure that city policies are implemented and carried out.
common_voice_en_41528761_resampled.wav	Chrilogy and the comic book promethia	"Trilogy"" and the comic book ""promethea""."
common_voice_en_41528762_resampled.wav	Estallia is dominated by two powerful port cities bilballi and marcbrita	Estalia is dominated by two powerful port cities, bilbali and magritta.
